name,position,team,GW,minutes,goals_scored,assists,clean_sheets,saves,penalties_saved,penalties_missed,bonus,goals_conceded,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,team_standing,sched_strength,5_gw_fpl_pts
Dejan Kulusevski,MID,Spurs,5,83.4,0.2,0.4,0.4,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,1.5
Dele Alli,MID,Everton,5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,0.0
Demarai Gray,MID,Everton,5,88.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,2.5
Deniz Undav,FWD,Brighton,5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.3333333333333333
Dennis Praet,MID,Leicester,5,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,0.25
Diego Carlos Santos Silva,DEF,Aston Villa,5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,0.0
Diego Llorente,DEF,Leeds,5,90.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.4,14.333333333333334,0.0
Diogo Dalot Teixeira,DEF,Man Utd,5,89.0,0.0,0.2,0.4,0.0,0.0,0.0,1.2,1.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,0.6666666666666666
Diogo Teixeira da Silva,FWD,Liverpool,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,2.3333333333333335
Djed Spence,DEF,Spurs,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,0.0
Dominic Calvert-Lewin,FWD,Everton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,0.25
Dominic Solanke,FWD,Bournemouth,5,45.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.5,6.0
Dominic Thompson,DEF,Brentford,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,0.0
Donny van de Beek,MID,Man Utd,5,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,0.0
Douglas Luiz Soares de Paulo,MID,Aston Villa,5,21.4,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,2.25
Dwight Gayle,FWD,Newcastle,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.0
Dwight McNeil,MID,Everton,5,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,3.0
Eberechi Eze,MID,Crystal Palace,5,83.6,0.0,0.4,0.2,0.0,0.0,0.0,0.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,5.0
Eddie Nketiah,FWD,Arsenal,5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,1.0
Ederson Santana de Moraes,GK,Man City,5,90.0,0.0,0.0,0.6,1.2,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.75,4.0
Edouard Mendy,GK,Chelsea,5,90.0,0.0,0.0,0.2,3.2,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.0,0.6666666666666666
Ellery Balcombe,GK,Brentford,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,0.0
Elliot Anderson,MID,Newcastle,5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.75
Emerson Leite de Souza Junior,DEF,Spurs,5,87.4,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,0.25
Emerson Palmieri dos Santos,DEF,West Ham,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.25,1.0
Emil Krafth,DEF,Newcastle,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.0
Emile Smith Rowe,MID,Arsenal,5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,0.25
Emiliano Buendía Stati,MID,Aston Villa,5,48.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,1.25
Emiliano Marcondes,MID,Bournemouth,5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.5,0.0
Emiliano Martínez Romero,GK,Aston Villa,5,90.0,0.0,0.0,0.0,3.6,0.2,0.0,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,4.25
Emmanuel Dennis,FWD,Nott'm Forest,5,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,2.75
Enock Mwepu,MID,Brighton,5,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,1.6666666666666667
Eric Bailly,DEF,Man Utd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,0.0
Eric Dier,DEF,Spurs,5,90.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,3.75
Erling Haaland,FWD,Man City,5,78.2,1.8,0.2,0.6,0.0,0.0,0.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.75,11.0
Ethan Ampadu,DEF,Chelsea,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.0,0.0
Ethan Pinnock,DEF,Brentford,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,-0.5
Evan Ferguson,FWD,Brighton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.0
Ezri Konsa Ngoyo,DEF,Aston Villa,5,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,4.0
Fabian Schär,DEF,Newcastle,5,72.0,0.2,0.0,0.4,0.0,0.0,0.0,0.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,4.0
Fabio Henrique Tavares,MID,Liverpool,5,71.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,1.6666666666666667
Fabio Silva,FWD,Wolves,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.75,0.0
Facundo Pellistri Rebollo,MID,Man Utd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,0.0
Federico Fernández,DEF,Newcastle,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.0
Fin Stevens,DEF,Brentford,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,0.0
Flynn Downes,MID,West Ham,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.25,0.25
Francisco Jorge Tomás Oliveira,MID,Wolves,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.75,0.0
Frank Onyeka,MID,Brentford,5,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,1.0
Fraser Forster,GK,Spurs,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,0.0
Frederico Rodrigues de Paula Santos,MID,Man Utd,5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,1.6666666666666667
Frédéric Guilbert,DEF,Aston Villa,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,0.0
Fábio Ferreira Vieira,MID,Arsenal,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,3.25
Fábio Freitas Gouveia Carvalho,MID,Liverpool,5,20.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,0.6666666666666666
Gabriel Fernando de Jesus,FWD,Arsenal,5,86.0,0.6,0.6,0.4,0.0,0.0,0.0,0.6,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,5.0
Gabriel Martinelli Silva,MID,Arsenal,5,86.8,0.6,0.2,0.4,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,5.25
Gabriel dos Santos Magalhães,DEF,Arsenal,5,90.0,0.2,0.0,0.4,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,2.5
Gavin Bazunu,GK,Southampton,5,90.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.75
Gianluca Scamacca,FWD,West Ham,5,29.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.25,4.25
Giulian Biancone,DEF,Nott'm Forest,5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,0.0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,5,67.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.75,1.0
Granit Xhaka,MID,Arsenal,5,89.4,0.2,0.4,0.4,0.0,0.0,0.0,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.25,4.5
Hakim Ziyech,MID,Chelsea,5,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.0,0.3333333333333333
Halil Dervişoğlu,FWD,Brentford,5,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,0.0
Hamza Choudhury,MID,Leicester,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,0.0
Harrison Ashby,DEF,West Ham,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.25,0.0
Harrison Reed,MID,Fulham,5,90.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,9.6,11.0,3.5
Harry Arter,MID,Nott'm Forest,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,0.0
Harry Kane,FWD,Spurs,5,90.0,0.8,0.2,0.4,0.0,0.0,0.2,1.2,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,8.0
Harry Maguire,DEF,Man Utd,5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,0.0
Harry Toffolo,DEF,Nott'm Forest,5,76.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,0.5
Harry Wilson,MID,Fulham,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,11.0,0.25
Harry Winks,MID,Spurs,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,0.0
Harvey Barnes,MID,Leicester,5,51.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,3.25
Harvey Davies,GK,Liverpool,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,0.0
Harvey Elliott,MID,Liverpool,5,68.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,1.6666666666666667
Harvey Vale,MID,Chelsea,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.0,0.0
Harvey White,MID,Spurs,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,0.0
Haydon Roberts,DEF,Brighton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.0
Hugo Bueno López,DEF,Wolves,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.75,0.0
Hugo Lloris,GK,Spurs,5,90.0,0.0,0.0,0.4,1.8,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,4.25
Hwang Hee-chan,MID,Wolves,5,31.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.75,0.75
Ibrahima Diallo,MID,Southampton,5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.75
Ibrahima Konaté,DEF,Liverpool,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,0.3333333333333333
Ilkay Gündogan,MID,Man City,5,70.0,0.4,0.2,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.75,1.25
Illan Meslier,GK,Leeds,5,90.0,0.0,0.0,0.2,2.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,14.333333333333334,4.666666666666667
Issa Diop,DEF,West Ham,5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.25,0.25
Ivan Neves Abreu Cavaleiro,MID,Fulham,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,11.0,0.0
Ivan Perišić,DEF,Spurs,5,54.6,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,1.25
Ivan Toney,FWD,Brentford,5,90.0,0.4,0.4,0.2,0.0,0.0,0.0,1.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,6.25
Jack Butland,GK,Crystal Palace,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,0.0
Jack Colback,MID,Nott'm Forest,5,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,0.25
Jack Grealish,MID,Man City,5,27.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.75,3.25
Jack Harrison,MID,Leeds,5,83.6,0.2,0.6,0.2,0.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.4,14.333333333333334,2.0
Jack Stacey,DEF,Bournemouth,5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.5,0.75
Jack Stephens,DEF,Southampton,5,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.25
Jackson Smith,GK,Wolves,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.75,0.0
Jacob Murphy,MID,Newcastle,5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,3.0
Jacob Ramsey,MID,Aston Villa,5,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,4.75
Jaden Philogene-Bidace,MID,Aston Villa,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.25,0.0
Jadon Sancho,MID,Man Utd,5,70.4,0.4,0.0,0.6,0.0,0.0,0.0,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,1.3333333333333333
Jaidon Anthony,MID,Bournemouth,5,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.5,2.25
Jairo Riedewald,MID,Crystal Palace,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,0.0
Jakub Moder,MID,Brighton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.0
Jamaal Lascelles,DEF,Newcastle,5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.25
Jamal Lewis,DEF,Newcastle,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.25
Jamal Lowe,MID,Bournemouth,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.5,0.0
James Garner,MID,Man Utd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.666666666666667,0.25
James Hill,DEF,Bournemouth,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.5,0.0
James Justin,DEF,Leicester,5,90.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,2.25
James Maddison,MID,Leicester,5,72.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,7.0
James McArthur,MID,Crystal Palace,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,0.0
James McAtee,MID,Man City,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.75,0.0
James Milner,MID,Liverpool,5,41.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.333333333333333,0.6666666666666666
James Tarkowski,DEF,Everton,5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,4.25
James Tomkins,DEF,Crystal Palace,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,0.3333333333333333
James Ward-Prowse,MID,Southampton,5,90.0,0.2,0.2,0.0,0.0,0.0,0.0,0.8,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.75
Jamie Shackleton,MID,Leeds,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,14.333333333333334,0.0
Jamie Vardy,FWD,Leicester,5,79.8,0.0,0.4,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,2.0
Jan Bednarek,DEF,Southampton,5,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.25
Jan Paul van Hecke,DEF,Brighton,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.0
Jannik Vestergaard,DEF,Leicester,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.5,0.0
Japhet Tanganga,DEF,Spurs,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.25,0.0
Jarrad Branthwaite,DEF,Everton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,0.0
Jarrod Bowen,MID,West Ham,5,88.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.25,6.25
Jason Steele,GK,Brighton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.0
Javier Manquillo Gaitán,DEF,Newcastle,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.0
Jay Stansfield,FWD,Fulham,5,17.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,11.0,0.0
Jean-Philippe Gbamin,MID,Everton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,0.0
Jean-Philippe Mateta,FWD,Crystal Palace,5,24.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,1.3333333333333333
Jeff Hendrick,MID,Newcastle,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,12.0,0.0
Jefferson Lerma Solís,MID,Bournemouth,5,90.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4,3.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,12.2,14.5,2.0
Jeffrey Schlupp,MID,Crystal Palace,5,83.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,2.0
Jeremy Sarmiento Morante,MID,Brighton,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.666666666666666,0.0
Jesse Lingard,MID,Nott'm Forest,5,66.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,1.0
Jesurun Rak-Sakyi,MID,Crystal Palace,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,0.0
Joachim Andersen,DEF,Crystal Palace,5,90.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.666666666666666,3.0
Joe Ayodele-Aribo,MID,Southampton,5,64.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.5
Joe Bryan,DEF,Fulham,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,11.0,0.0
Joe Gelhardt,FWD,Leeds,5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,14.333333333333334,0.6666666666666666
Joe Lolley,MID,Nott'm Forest,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.75,0.0
